Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	APH1B	0.106900	0.106900	0.000000	0.516370	3	unknown	nan/nan/nan
ABCF1	ARSA	0.208700	0.208700	0.000000	0.984188	3	unknown	nan/nan/nan
ATP11C	ABCF1	0.066900	0.066900	0.000000	0.979073	3	unknown	nan/nan/nan
ABCF1	BCAR3	0.094400	0.094400	0.000000	0.860169	3	unknown	nan/nan/nan
ABCF1	BLNK	0.062700	0.062700	0.000000	0.931419	3	unknown	nan/nan/nan
CASP3	ABCF1	0.071500	0.071500	0.000000	0.738462	3	unknown	nan/nan/nan
CBS	ABCF1	0.496700	0.496700	0.000000	0.713710	3	unknown	nan/nan/nan
CHAF1A	ABCF1	0.079400	0.079400	0.000000	0.581864	3	unknown	nan/nan/nan
ABCF1	CIRH1A	0.112500	0.112500	0.000000	0.732444	3	unknown	nan/nan/nan
CRK	ABCF1	0.119200	0.119200	0.000000	0.687919	3	unknown	nan/nan/nan
CRLF3	ABCF1	0.085400	0.085400	0.000000	0.923888	3	unknown	nan/nan/nan
CSNK1D	ABCF1	0.120400	0.120400	0.000000	0.811462	3	unknown	nan/nan/nan
DDR1	ABCF1	0.059900	0.059900	0.000000	0.983306	3	unknown	nan/nan/nan
ABCF1	EDNRA	0.726100	0.726100	0.000000	0.685443	3	unknown	nan/nan/nan
ABCF1	EP300	0.087700	0.087700	0.000000	0.993158	3	unknown	nan/nan/nan
ERP27	ABCF1	0.136100	0.136100	0.000000	0.959589	3	unknown	nan/nan/nan
ABCF1	FAS	0.056900	0.056900	0.000000	0.882250	3	unknown	nan/nan/nan
FGF7	ABCF1	0.157400	0.157400	0.000000	0.569886	3	unknown	nan/nan/nan
ABCF1	GNB4	0.090500	0.090500	0.000000	0.974586	3	unknown	nan/nan/nan
ABCF1	GPRIN1	0.056400	0.056400	0.000000	0.716312	3	unknown	nan/nan/nan
HIF1A	ABCF1	0.062500	0.062500	0.000000	0.654400	3	unknown	nan/nan/nan
ABCF1	HOPX	0.102700	0.102700	0.000000	0.883155	3	unknown	nan/nan/nan
ABCF1	ITCH	0.063100	0.063100	0.000000	0.817750	3	unknown	nan/nan/nan
LGALS7	ABCF1	0.080100	0.080100	0.000000	0.998752	3	unknown	nan/nan/nan
