Parent	Child	relationType	edgeScore	Freq
ESRP1	MYO1D	Type 0	0.953820	0.953820
ST14	MYO1D	Type 0	0.206107	0.206107
PHLDA1	TIMP1	Type 0	0.461423	0.461423
RUNX2	TIMP1	Type 0	0.559098	0.559098
SLCO3A1	TIMP1	Type 0	0.474043	0.474043
METTL7A	TIMP1	Type 0	0.213333	0.213333
TIMP1	RUNX2	Type 0	0.352635	0.352635
TIMP1	LOC254057	Type 0	0.486392	0.486392
TIMP1	SLCO3A1	Type 0	0.525957	0.525957
SNAI2	RGS2	Type 0	0.582486	0.582486
FLJ41278///TBC1D30	RGS2	Type 0	0.974993	0.974993
MLPH	RGS2	Type 0	0.258581	0.258581
RGS2	FZD8	Type 0	0.267547	0.267547
RGS2	LOC286434	Type 0	0.290698	0.290698
AQPEP	MMRN1	Type 0	0.299573	0.299573
ARHGEF37	MMRN1	Type 0	0.261673	0.261673
FOS	LOC286177	Type 0	0.319731	0.319731
FLJ30375	LOC286177	Type 0	0.298611	0.298611
TSPAN5	LOC286177	Type 0	0.988901	0.988901
LOC728613///PDCD6	LOC286177	Type 0	0.204479	0.204479
ASPHD1	LOC286177	Type 0	0.369748	0.369748
TTC23	LOC286177	Type 0	0.553622	0.553622
LOC100190938	LOC286177	Type 0	0.298890	0.298890
TNFSF11	LOC286177	Type 0	0.278261	0.278261
INHBA	CACNA2D2	Type 0	0.414356	0.414356
KIAA1244	CACNA2D2	Type 0	0.568253	0.568253
RBM47	CACNA2D2	Type 0	0.213360	0.213360
PPP1R3D	CACNA2D2	Type 0	0.293578	0.293578
RCAN2	CACNA2D2	Type 0	0.646634	0.646634
CACNA2D2	C3orf14	Type 0	0.266307	0.266307
CACNA2D2	TXNIP	Type 0	0.679484	0.679484
CACNA2D2	C10orf93	Type 0	1.000000	1.000000
CACNA2D2	MYST4	Type 0	0.824683	0.824683
CACNA2D2	C1orf99	Type 0	0.285991	0.285991
CACNA2D2	IGJ	Type 0	0.376283	0.376283
CACNA2D2	RCAN2	Type 0	0.353366	0.353366
ST3GAL6	CASP3	Type 0	0.489329	0.489329
NRCAM	CASP3	Type 0	0.213352	0.213352
LRRC10B	CASP3	Type 0	0.236915	0.236915
EGR3	CASP3	Type 0	0.312925	0.312925
ARHGAP18	CASP3	Type 0	0.298416	0.298416
KNDC1	CASP3	Type 0	0.254783	0.254783
RRBP1	CASP3	Type 0	0.809705	0.809705
CASP3	C9orf72	Type 0	0.238657	0.238657
CASP3	SMAD1	Type 0	0.231006	0.231006
SMARCA1	STEAP2	Type 0	0.450441	0.450441
ETS1	CISH	Type 0	0.259067	0.259067
SPDEF	CISH	Type 0	0.940331	0.940331
CISH	SFRP1	Type 0	0.217581	0.217581
CISH	CLDN11	Type 0	0.366151	0.366151
CISH	LAMA4	Type 0	0.307087	0.307087
CISH	KCTD14	Type 0	0.998608	0.998608
CISH	GPR98	Type 0	1.000000	1.000000
CISH	SEMA3F	Type 0	0.205672	0.205672
CISH	CEBPA	Type 0	0.336975	0.336975
CISH	FAM65C	Type 0	0.312326	0.312326
PCDH10	SCN9A	Type 0	0.300504	0.300504
CALCR	SCN9A	Type 0	0.253002	0.253002
EPHA7	SCN9A	Type 0	0.290018	0.290018
SCN9A	PTPRC	Type 0	0.241000	0.241000
FLJ35409	TLR7	Type 0	0.243286	0.243286
CLIC6	TLR7	Type 0	0.388526	0.388526
PSG5	TLR7	Type 0	0.300746	0.300746
ADSSL1	TLR7	Type 0	0.288678	0.288678
RFTN2	TLR7	Type 0	0.451396	0.451396
LRRN2	ZNF717	Type 0	0.429953	0.429953
GIPC2	ZNF717	Type 0	0.259013	0.259013
ZNF818P	ZNF717	Type 0	0.430141	0.430141
RASAL2	ZNF717	Type 0	0.203203	0.203203
OLIG1	ZNF717	Type 0	0.232899	0.232899
CYYR1	ZNF717	Type 0	0.304064	0.304064
LOC646168	ZNF717	Type 0	0.506210	0.506210
ZNF717	LRRN2	Type 0	0.487997	0.487997
GREM1	IL1B	Type 0	0.369089	0.369089
BNC1	IL1B	Type 0	0.297482	0.297482
IL1A	IL1B	Type 0	0.487038	0.487038
IL6	IL1B	Type 0	0.737308	0.737308
TNFAIP3	IL1B	Type 0	0.292395	0.292395
KCNJ11	IL1B	Type 0	0.314851	0.314851
IL1B	GREM1	Type 0	0.244050	0.244050
IL1B	SLC10A4	Type 0	0.302972	0.302972
IL1B	BNC1	Type 0	0.215729	0.215729
IL1B	FAM70A	Type 0	0.343851	0.343851
IL1B	IL1A	Type 0	0.512962	0.512962
IL1B	MMP28	Type 0	0.296959	0.296959
IL1B	MAGEA10	Type 0	0.232625	0.232625
IL1B	NDN	Type 0	0.260825	0.260825
