Parent	Child	relationType	edgeScore	Freq
ZNF711	VASH2	Type 0	0.259794	0.259794
VASH2	NXPH1	Type 0	0.301205	0.301205
VASH2	VTCN1	Type 0	0.216540	0.216540
DCAF10	STON2	Type 0	0.939785	0.939785
RNF180	ABCG2	Type 0	0.953801	0.953801
NRK	GRTP1	Type 0	0.292364	0.292364
SLC15A2	GRTP1	Type 0	0.255867	0.255867
ZG16B	GRTP1	Type 0	0.482531	0.482531
KRTCAP3	GRTP1	Type 0	0.357491	0.357491
SCCPDH	GRTP1	Type 0	0.233071	0.233071
GRTP1	SLC15A2	Type 0	0.224830	0.224830
EFHA2	FAM105A	Type 0	0.577595	0.577595
GLIPR1	FAM105A	Type 0	0.230005	0.230005
EVI2B///EVI2A	FAM105A	Type 0	0.902584	0.902584
FAM105A	HDAC9	Type 0	0.234323	0.234323
FAM105A	TFAP2A	Type 0	1.000000	1.000000
FAM105A	F12	Type 0	0.362719	0.362719
FAM105A	SLC1A3	Type 0	0.998023	0.998023
CCDC126	ANKMY2	Type 0	0.441904	0.441904
BLM	ANKMY2	Type 0	0.410673	0.410673
CCPG1	ANKMY2	Type 0	0.626071	0.626071
KAT2B	ANKMY2	Type 0	0.248952	0.248952
ELAC1	ANKMY2	Type 0	0.324769	0.324769
ANKMY2	FMO5	Type 0	0.630042	0.630042
ANKMY2	CCDC126	Type 0	0.558096	0.558096
ANKMY2	RAVER2	Type 0	0.592764	0.592764
ANKMY2	GPD1L	Type 0	0.214847	0.214847
ZNF277	MAP2K2	Type 0	0.798091	0.798091
CCDC132	MAP2K2	Type 0	0.227050	0.227050
AP4S1	MAP2K2	Type 0	0.230170	0.230170
AKT1S1	MAP2K2	Type 0	0.516672	0.516672
USP16	MAP2K2	Type 0	0.296221	0.296221
MAP2K2	SELO	Type 0	0.362527	0.362527
MAP2K2	C7orf25	Type 0	0.302117	0.302117
MAP2K2	LSR	Type 0	0.909264	0.909264
MAP2K2	PTOV1	Type 0	0.373596	0.373596
MAP2K2	AKT1S1	Type 0	0.240746	0.240746
MAP2K2	FAM63B	Type 0	0.267471	0.267471
MAP2K2	HMG20B	Type 0	0.513843	0.513843
CLNS1A	LYZ	Type 0	0.296936	0.296936
CLNS1A	LOC285593	Type 0	0.461030	0.461030
TACSTD2	PERP	Type 0	0.269623	0.269623
REEP3	TNFRSF21	Type 0	0.426085	0.426085
SERPING1	PECAM1	Type 0	0.235339	0.235339
MMRN2	PECAM1	Type 0	0.220893	0.220893
NSUN7	BMP4	Type 0	0.302718	0.302718
ANGPTL2	BMP4	Type 0	0.210097	0.210097
BCORL1	BMP4	Type 0	0.364116	0.364116
OLFML1	BMP4	Type 0	0.297411	0.297411
TLCD1	BMP4	Type 0	0.205629	0.205629
TTLL7	BMP4	Type 0	0.219307	0.219307
DHRS13	BMP4	Type 0	0.294693	0.294693
BMP4	SLC6A16	Type 0	0.279915	0.279915
SAMHD1	PIP4K2A	Type 0	0.254246	0.254246
ETS1	PIP4K2A	Type 0	0.236179	0.236179
FLI1	PIP4K2A	Type 0	0.263844	0.263844
PIP4K2A	TBC1D16	Type 0	0.293252	0.293252
FLNA	ZYX	Type 0	0.353857	0.353857
ALS2CR8	ZYX	Type 0	0.463639	0.463639
ZYX	MYRIP	Type 0	0.708578	0.708578
ZYX	NUDT12	Type 0	0.458063	0.458063
ZYX	PLTP	Type 0	0.384584	0.384584
ZYX	TCEA3	Type 0	0.217465	0.217465
ZYX	ZNF439	Type 0	0.281003	0.281003
ZYX	FAM38A	Type 0	0.707698	0.707698
ZYX	THNSL1	Type 0	0.247056	0.247056
ZYX	CCDC148	Type 0	0.390419	0.390419
ZYX	NUDT6	Type 0	0.223778	0.223778
ZYX	KCNMB1	Type 0	0.240522	0.240522
ZYX	KCNN4	Type 0	0.991585	0.991585
ZYX	FBXL4	Type 0	0.391778	0.391778
ZYX	TAGLN2	Type 0	0.799238	0.799238
ZYX	PRDXDD1P	Type 0	0.299770	0.299770
ZYX	SH3YL1	Type 0	0.299758	0.299758
ZYX	FAM117B	Type 0	0.233240	0.233240
ZYX	EFCAB7	Type 0	0.230284	0.230284
SCGB2A2	SCGB1D2	Type 0	0.434431	0.434431
SCGB1D2	SCGB2A2	Type 0	0.565569	0.565569
DEPDC7	LOC401097	Type 0	0.269283	0.269283
PDE10A	LOC401097	Type 0	0.467713	0.467713
LOC401097	PDE10A	Type 0	0.532287	0.532287
LOC401097	SLITRK4	Type 0	0.204072	0.204072
SLITRK1	MGC42105	Type 0	0.598793	0.598793
MGC42105	SEMA6D	Type 0	0.357616	0.357616
MGC42105	SERTAD4	Type 0	0.379259	0.379259
MGC42105	EFS	Type 0	0.209488	0.209488
MGC42105	LOC645431	Type 0	0.294009	0.294009
MGC42105	SPTBN5	Type 0	0.799464	0.799464
MGC42105	CAMK2B	Type 0	0.234383	0.234383
RLIM	MYOF	Type 0	0.321659	0.321659
GIGYF2	MYOF	Type 0	0.324981	0.324981
KIAA1217	MYOF	Type 0	0.668887	0.668887
MYOF	PCNX	Type 0	0.254431	0.254431
MYOF	PER3	Type 0	0.279241	0.279241
MYOF	NBPF10///NBPF16///NBPF24///NBPF8///AE01///NBPF9///NBPF15///NBPF11///KIAA1245///NBPF3///NBPF1///NBPF14	Type 0	0.255948	0.255948
MYOF	SMYD2	Type 0	0.289562	0.289562
MYOF	GLMN	Type 0	0.216369	0.216369
MYOF	KIAA1217	Type 0	0.293757	0.293757
MYOF	MAGI1	Type 0	0.692004	0.692004
