Parent	Child	relationType	edgeScore	Freq
LOC641298	C5orf28	Type 0	0.352487	0.352487
F2R	CMAH	Type 0	0.202993	0.202993
MFAP5	IGFL2	Type 0	0.819148	0.819148
IGFL2	MMP28	Type 0	0.230539	0.230539
IGFL2	CCND2	Type 0	0.501478	0.501478
WDR66	KLHL29	Type 0	0.209244	0.209244
KLHL29	C2CD4A	Type 0	0.297095	0.297095
TCEA1	TIPARP	Type 0	0.297439	0.297439
CHCHD5	TIPARP	Type 0	0.998549	0.998549
OTUD5	COL25A1	Type 0	0.295607	0.295607
NFKBID	COL25A1	Type 0	0.999282	0.999282
KIAA0317	COL25A1	Type 0	0.211494	0.211494
PLAC9	C11orf87	Type 0	1.000000	1.000000
B4GALNT2	C11orf87	Type 0	0.261759	0.261759
KLHL8	C11orf87	Type 0	0.211316	0.211316
ZFYVE20///COX2	SH3KBP1///ND3	Type 0	0.644630	0.644630
C5orf22	LOC100131735///CCBL2///RBMX	Type 0	0.375747	0.375747
LOC100131735///CCBL2///RBMX	FCGR1B	Type 0	0.999374	0.999374
PRKCDBP	ZDHHC8	Type 0	0.292618	0.292618
DPYD	ZDHHC8	Type 0	0.999457	0.999457
BRWD1	NEUROD2	Type 0	0.999881	0.999881
CDC42BPG	NEUROD2	Type 0	0.203553	0.203553
NEUROD2	FLJ39080	Type 0	0.214592	0.214592
HIPK1	KLRF1	Type 0	0.252680	0.252680
TRIM13	KLRF1	Type 0	0.226107	0.226107
TMTC3	KLRF1	Type 0	1.000000	1.000000
GPR84	KLRF1	Type 0	0.291351	0.291351
SFRP2	ITGA11	Type 0	0.256410	0.256410
PRRX1	ITGA11	Type 0	1.000000	1.000000
ITGA11	KIAA1199	Type 0	1.000000	1.000000
ITGA11	TMEM45A	Type 0	0.271773	0.271773
KIAA1462	KHDC1L///KHDC1	Type 0	0.288256	0.288256
LAMA2	KHDC1L///KHDC1	Type 0	0.999136	0.999136
LOC100289336	KHDC1L///KHDC1	Type 0	0.297567	0.297567
NDUFB6	KHDC1L///KHDC1	Type 0	0.201396	0.201396
KHDC1L///KHDC1	CT45A5	Type 0	0.296345	0.296345
KHDC1L///KHDC1	PCDHB6	Type 0	0.298701	0.298701
KHDC1L///KHDC1	FOXL2	Type 0	0.299291	0.299291
KHDC1L///KHDC1	KIF7	Type 0	0.287695	0.287695
ZFYVE20///COX2	COX1	Type 0	0.701523	0.701523
CXCR4	GPNMB	Type 0	0.216620	0.216620
FAM126B	PIGQ	Type 0	0.306731	0.306731
RAB40C	PIGQ	Type 0	0.999388	0.999388
PIGQ	LOC92659	Type 0	0.295370	0.295370
LOC283045	UHRF1BP1	Type 0	0.989666	0.989666
LOC286254	UHRF1BP1	Type 0	0.242016	0.242016
UHRF1BP1	FLJ31958	Type 0	0.995626	0.995626
UHRF1BP1	HEXA	Type 0	0.995150	0.995150
HNMT	PARD6B	Type 0	0.999144	0.999144
ESR1	PARD6B	Type 0	0.220165	0.220165
EMP3	RASA3	Type 0	0.986094	0.986094
ALDH1L2	RASA3	Type 0	0.258065	0.258065
LOC389634	NKAIN2	Type 0	1.000000	1.000000
MTHFD1L	NKAIN2	Type 0	0.297919	0.297919
NKAIN2	GNASAS	Type 0	0.986542	0.986542
MET	RNF145	Type 0	0.847810	0.847810
TFF1	RNF145	Type 0	0.200247	0.200247
CTSC	RNF145	Type 0	0.263618	0.263618
SLC16A6	RNF145	Type 0	0.268800	0.268800
RNF145	SCML1	Type 0	0.239199	0.239199
RNF145	RNF24	Type 0	0.279910	0.279910
ASAM	GPC6	Type 0	0.295616	0.295616
ASAM	GSTT2	Type 0	0.296764	0.296764
TOX3	MYCN	Type 0	0.298333	0.298333
RHOQ	DDX60L	Type 0	0.298191	0.298191
DNTT	DDX60L	Type 0	0.995494	0.995494
DDX60L	ROR2	Type 0	0.287313	0.287313
COL11A1	ELN	Type 0	0.298770	0.298770
AKT2	MAGEB4	Type 0	0.287395	0.287395
FHL5	MAGEB4	Type 0	0.299136	0.299136
SLC26A3	HPDL	Type 0	0.245098	0.245098
ANO5	HPDL	Type 0	0.296663	0.296663
FAM110B	HPDL	Type 0	0.281407	0.281407
MESP1	HPDL	Type 0	0.297443	0.297443
PPAPDC1A	HPDL	Type 0	1.000000	1.000000
AR	HPDL	Type 0	0.212766	0.212766
COL17A1	DMPK	Type 0	0.213694	0.213694
PBX1	DMPK	Type 0	0.270270	0.270270
ALDH3A1	DMPK	Type 0	0.981595	0.981595
PVRL2	DMPK	Type 0	0.297057	0.297057
DMPK	PSG5	Type 0	0.212996	0.212996
ZFYVE20///COX2	ND2	Type 0	0.616694	0.616694
PPA2	GSTCD	Type 0	0.937543	0.937543
ADAT3	GSTCD	Type 0	0.201360	0.201360
SLC44A2	ATXN1	Type 0	0.911878	0.911878
POLR2J2	KLHL6	Type 0	0.299106	0.299106
CEPT1	KLHL6	Type 0	1.000000	1.000000
GALE	SLC25A24	Type 0	0.296887	0.296887
GRIN2C	SLC25A24	Type 0	0.996455	0.996455
SLC25A24	C7orf63	Type 0	0.300732	0.300732
ZBTB16	PANX2	Type 0	0.992168	0.992168
PANX2	S1PR5	Type 0	0.291866	0.291866
PANX2	NR0B1	Type 0	0.242353	0.242353
CNPY3	ZNF611	Type 0	0.322904	0.322904
CXorf59	ZNF611	Type 0	0.997154	0.997154
ZNF611	LPL	Type 0	1.000000	1.000000
ZNF611	RAPGEF4	Type 0	0.298485	0.298485
ZNF611	LOC374491	Type 0	0.296543	0.296543
TOX3	MICB	Type 0	0.262380	0.262380
CRISP3	MICB	Type 0	0.300391	0.300391
AHNAK2	MICB	Type 0	0.998295	0.998295
MICB	PPP1R1B	Type 0	0.207643	0.207643
ZFYVE20///COX2	LOC100133315	Type 0	0.291610	0.291610
ND2	LOC100133315	Type 0	0.321964	0.321964
LOC100133315	ZFYVE20///COX2	Type 0	0.708390	0.708390
DCN	CFHR1///CFH	Type 0	0.660472	0.660472
MED25	EEPD1	Type 0	0.225784	0.225784
LOC285949	EEPD1	Type 0	0.999602	0.999602
EEPD1	MGC21881	Type 0	0.996579	0.996579
RSRC1	GIGYF2	Type 0	0.411472	0.411472
CCDC75	GIGYF2	Type 0	0.999404	0.999404
GIGYF2	ZNF506	Type 0	0.286469	0.286469
C18orf50	HPGDS	Type 0	0.253580	0.253580
EIF4G3	HPGDS	Type 0	0.992054	0.992054
PTPLA	NEUROD1	Type 0	0.218860	0.218860
C9orf148	NEUROD1	Type 0	0.364257	0.364257
PTCH1	NEUROD1	Type 0	0.994579	0.994579
ZDHHC8	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AJ///HIST1H2AK///HIST1H2AI	Type 0	0.200483	0.200483
GAGE12D///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE12G///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AJ///HIST1H2AK///HIST1H2AI	Type 0	0.631969	0.631969
TP63	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AJ///HIST1H2AK///HIST1H2AI	Type 0	0.301402	0.301402
ARHGEF2	FASTKD2	Type 0	0.297872	0.297872
IRAK2	FASTKD2	Type 0	1.000000	1.000000
CR1	FASTKD2	Type 0	0.294993	0.294993
FLJ44606	FASTKD2	Type 0	0.208678	0.208678
ATP1A2	FASTKD2	Type 0	0.269294	0.269294
NANOG	FASTKD2	Type 0	0.301370	0.301370
FASTKD2	MYO3B	Type 0	0.266949	0.266949
TM2D3	JRK	Type 0	0.996693	0.996693
NFX1	JRK	Type 0	0.251734	0.251734
