Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ACTN4	ABCF1	0.139100	0.139100	0.000000	0.534867	3	unknown	nan/nan/nan
ABCF1	ARSD	0.054700	0.054700	0.000000	0.833638	3	unknown	nan/nan/nan
ABCF1	ATP7B	0.093000	0.093000	0.000000	0.750538	3	unknown	nan/nan/nan
CD83	ABCF1	0.090500	0.090500	0.000000	0.546961	3	unknown	nan/nan/nan
ABCF1	CDC42EP1	0.124400	0.124400	0.000000	0.504823	3	unknown	nan/nan/nan
E2F3	ABCF1	0.204900	0.204900	0.000000	0.871157	3	unknown	nan/nan/nan
ELF1	ABCF1	0.758300	0.758300	0.000000	0.620862	3	unknown	nan/nan/nan
ABCF1	HSPA2	0.050800	0.050800	0.000000	0.767717	3	unknown	nan/nan/nan
ITGB4	ABCF1	0.097300	0.097300	0.000000	0.516958	3	unknown	nan/nan/nan
ITPR1	ABCF1	0.073500	0.073500	0.000000	0.515646	3	unknown	nan/nan/nan
LIMK2	ABCF1	0.073100	0.073100	0.000000	0.601915	3	unknown	nan/nan/nan
ABCF1	LRP5	0.194500	0.194500	0.000000	0.952699	3	unknown	nan/nan/nan
MAPK9	ABCF1	0.067300	0.067300	0.000000	0.863299	3	unknown	nan/nan/nan
PTMS	ABCF1	0.051000	0.051000	0.000000	0.929412	3	unknown	nan/nan/nan
SMAD5	ABCF1	0.084200	0.084200	0.000000	0.928741	3	unknown	nan/nan/nan
SOD3	ABCF1	0.073800	0.073800	0.000000	0.962060	3	unknown	nan/nan/nan
ABCF1	STAT3	0.512200	0.512200	0.000000	0.611480	3	unknown	nan/nan/nan
TPP1	ABCF1	0.086700	0.086700	0.000000	0.871972	3	unknown	nan/nan/nan
TSPO	ABCF1	0.183800	0.183800	0.000000	0.915125	3	unknown	nan/nan/nan
YWHAH	ABCF1	0.160600	0.160600	0.000000	0.859900	3	unknown	nan/nan/nan
APC2	ABLIM1	0.079800	0.079800	0.000000	0.775689	3	unknown	nan/nan/nan
ASNS	ABLIM1	0.127400	0.127400	0.000000	0.593407	3	unknown	nan/nan/nan
ABLIM1	CASP7	0.055600	0.055600	0.000000	0.588129	3	unknown	nan/nan/nan
ABLIM1	CEACAM1	0.069400	0.069400	0.000000	0.609510	3	unknown	nan/nan/nan
ABLIM1	CXADR	0.071500	0.071500	0.000000	0.862937	3	unknown	nan/nan/nan
ABLIM1	DUSP6	0.108700	0.108700	0.000000	0.694572	3	unknown	nan/nan/nan
EIF2AK2	ABLIM1	0.091800	0.091800	0.000000	0.966231	3	unknown	nan/nan/nan
ABLIM1	EPHB6	0.181600	0.181600	0.000000	0.563326	3	unknown	nan/nan/nan
