Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ANKRD27	0.069100	0.069100	0.000000	0.927641	3	unknown	nan/nan/nan
ABCF1	ARAF	0.136400	0.136400	0.000000	0.995601	3	unknown	nan/nan/nan
ABCF1	ASNS	0.102100	0.102100	0.000000	0.999021	3	unknown	nan/nan/nan
ABCF1	BZW2	0.085000	0.085000	0.000000	0.998824	3	unknown	nan/nan/nan
CCNB1	ABCF1	0.073500	0.073500	0.000000	0.703401	3	unknown	nan/nan/nan
ABCF1	CD3EAP	0.084500	0.084500	0.000000	0.532544	3	unknown	nan/nan/nan
ABCF1	CDC42EP1	0.080000	0.080000	0.000000	0.847500	3	unknown	nan/nan/nan
ABCF1	CDH24	0.067800	0.067800	0.000000	0.970501	3	unknown	nan/nan/nan
ABCF1	CDKN2A	0.066700	0.066700	0.000000	0.695652	3	unknown	nan/nan/nan
ABCF1	CFL1	0.068400	0.068400	0.000000	0.807018	3	unknown	nan/nan/nan
ABCF1	CTPS	0.053400	0.053400	0.000000	0.567416	3	unknown	nan/nan/nan
ABCF1	CTRB2	0.073800	0.073800	0.000000	0.997290	3	unknown	nan/nan/nan
ABCF1	DAZAP2	0.075500	0.075500	0.000000	0.998675	3	unknown	nan/nan/nan
DDX18	ABCF1	0.253700	0.253700	0.000000	0.547891	3	unknown	nan/nan/nan
ABCF1	DUSP4	0.246700	0.246700	0.000000	0.963113	3	unknown	nan/nan/nan
ABCF1	DYNLL1	0.253400	0.253400	0.000000	0.985004	3	unknown	nan/nan/nan
ABCF1	E2F2	0.266700	0.266700	0.000000	0.915261	3	unknown	nan/nan/nan
E2F3	ABCF1	0.560200	0.560200	0.000000	0.663692	3	unknown	nan/nan/nan
ABCF1	E2F4	0.064500	0.064500	0.000000	0.992248	3	unknown	nan/nan/nan
ABCF1	EEF1E1	0.222900	0.222900	0.000000	0.645581	3	unknown	nan/nan/nan
ABCF1	EIF6	0.054400	0.054400	0.000000	0.977941	3	unknown	nan/nan/nan
ABCF1	EVX1	0.074500	0.074500	0.000000	0.998658	3	unknown	nan/nan/nan
ABCF1	FAM136A	0.056800	0.056800	0.000000	0.737676	3	unknown	nan/nan/nan
ABCF1	FZD9	0.050500	0.050500	0.000000	0.978218	3	unknown	nan/nan/nan
ABCF1	GAD1	0.201000	0.201000	0.000000	0.981592	3	unknown	nan/nan/nan
ABCF1	GNAI2	0.100100	0.100100	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	GNAI3	0.150200	0.150200	0.000000	0.991345	3	unknown	nan/nan/nan
ABCF1	GNAQ	0.074100	0.074100	0.000000	0.985155	3	unknown	nan/nan/nan
ABCF1	GNAS	0.099900	0.099900	0.000000	0.980981	3	unknown	nan/nan/nan
ABCF1	HDAC2	0.318200	0.318200	0.000000	0.544312	3	unknown	nan/nan/nan
ABCF1	HS3ST2	0.078200	0.078200	0.000000	0.971867	3	unknown	nan/nan/nan
ABCF1	IMPA1	0.055800	0.055800	0.000000	0.921147	3	unknown	nan/nan/nan
ABCF1	ITCH	0.099100	0.099100	0.000000	0.989909	3	unknown	nan/nan/nan
ABCF1	ITGA3	0.096900	0.096900	0.000000	0.957688	3	unknown	nan/nan/nan
ABCF1	KCNG1	0.154900	0.154900	0.000000	0.989671	3	unknown	nan/nan/nan
ABCF1	KIAA1908	0.080500	0.080500	0.000000	0.993789	3	unknown	nan/nan/nan
ABCF1	KLHL7	0.354400	0.354400	0.000000	0.629515	3	unknown	nan/nan/nan
ABCF1	KRAS	0.053200	0.053200	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	KREMEN1	0.065400	0.065400	0.000000	0.998471	3	unknown	nan/nan/nan
ABCF1	LOC399959	0.051000	0.051000	0.000000	0.998039	3	unknown	nan/nan/nan
ABCF1	LRP8	0.056900	0.056900	0.000000	0.525483	3	unknown	nan/nan/nan
ABCF1	LYNX1	0.087900	0.087900	0.000000	0.993174	3	unknown	nan/nan/nan
MAP3K12	ABCF1	0.081900	0.081900	0.000000	0.814408	3	unknown	nan/nan/nan
ABCF1	MAPK13	0.406800	0.406800	0.000000	0.979351	3	unknown	nan/nan/nan
ABCF1	MEX3D	0.156500	0.156500	0.000000	0.997444	3	unknown	nan/nan/nan
ABCF1	MKNK2	0.205600	0.205600	0.000000	0.849222	3	unknown	nan/nan/nan
MLPH	ABCF1	0.096800	0.096800	0.000000	0.988636	3	unknown	nan/nan/nan
ABCF1	NMU	0.061700	0.061700	0.000000	0.881686	3	unknown	nan/nan/nan
ABCF1	NRAS	0.219100	0.219100	0.000000	0.842538	3	unknown	nan/nan/nan
ABCF1	PAK6	0.120500	0.120500	0.000000	0.986722	3	unknown	nan/nan/nan
ABCF1	PDIA4	0.256500	0.256500	0.000000	0.856140	3	unknown	nan/nan/nan
ABCF1	PFKFB3	0.063500	0.063500	0.000000	0.982677	3	unknown	nan/nan/nan
ABCF1	PLA2G6	0.051300	0.051300	0.000000	0.925926	3	unknown	nan/nan/nan
ABCF1	PLAT	0.171400	0.171400	0.000000	0.788798	3	unknown	nan/nan/nan
ABCF1	PLCD1	0.295300	0.295300	0.000000	0.995936	3	unknown	nan/nan/nan
PLK1	ABCF1	0.273500	0.273500	0.000000	0.804753	3	unknown	nan/nan/nan
PRKX	ABCF1	0.644600	0.644600	0.000000	0.920726	3	unknown	nan/nan/nan
ABCF1	RCOR2	0.163300	0.163300	0.000000	0.998775	3	unknown	nan/nan/nan
ABCF1	RDX	0.073900	0.073900	0.000000	0.998647	3	unknown	nan/nan/nan
ABCF1	RGS20	0.161500	0.161500	0.000000	0.972136	3	unknown	nan/nan/nan
ABCF1	RPL23A	0.052600	0.052600	0.000000	0.982890	3	unknown	nan/nan/nan
ABCF1	RPS6KB2	0.066300	0.066300	0.000000	0.868778	3	unknown	nan/nan/nan
SEH1L	ABCF1	0.073600	0.073600	0.000000	0.729620	3	unknown	nan/nan/nan
ABCF1	SH3TC1	0.080400	0.080400	0.000000	0.995025	3	unknown	nan/nan/nan
ABCF1	SLC16A6	0.060400	0.060400	0.000000	0.599338	3	unknown	nan/nan/nan
ABCF1	SLC25A32	0.539300	0.539300	0.000000	0.516039	3	unknown	nan/nan/nan
ABCF1	SMO	0.068300	0.068300	0.000000	0.988287	3	unknown	nan/nan/nan
ABCF1	SP5	0.081100	0.081100	0.000000	0.997534	3	unknown	nan/nan/nan
SPAG5	ABCF1	0.255700	0.255700	0.000000	0.801721	3	unknown	nan/nan/nan
ABCF1	ST3GAL1	0.095800	0.095800	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	STK4	0.078800	0.078800	0.000000	0.992386	3	unknown	nan/nan/nan
ABCF1	T	0.053300	0.053300	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	THOC4	0.127400	0.127400	0.000000	0.528257	3	unknown	nan/nan/nan
ABCF1	THRB	0.297100	0.297100	0.000000	0.977112	3	unknown	nan/nan/nan
ABCF1	TNF	0.077300	0.077300	0.000000	0.985770	3	unknown	nan/nan/nan
TUBA1C	ABCF1	0.753100	0.753100	0.000000	0.722215	3	unknown	nan/nan/nan
ABCF1	TUBB2C	0.056300	0.056300	0.000000	0.984014	3	unknown	nan/nan/nan
UBE2C	ABCF1	0.317700	0.317700	0.000000	0.795404	3	unknown	nan/nan/nan
ABLIM1	ACTN1	0.057400	0.057400	0.000000	0.998258	3	unknown	nan/nan/nan
ABLIM1	ALOX15B	0.065400	0.065400	0.000000	0.963303	3	unknown	nan/nan/nan
ABLIM1	ANKDD1A	0.054800	0.054800	0.000000	0.998175	3	unknown	nan/nan/nan
