Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ACTB	0.063700	0.063700	0.000000	0.715856	3	unknown	nan/nan/nan
APH1B	ABCF1	0.059500	0.059500	0.000000	0.771429	3	unknown	nan/nan/nan
ABCF1	AQP3	0.089400	0.089400	0.000000	0.937360	3	unknown	nan/nan/nan
ABCF1	CBL	0.050600	0.050600	0.000000	0.731225	3	unknown	nan/nan/nan
CD4	ABCF1	0.132000	0.132000	0.000000	0.878030	3	unknown	nan/nan/nan
ABCF1	CHAC1	0.082900	0.082900	0.000000	0.835947	3	unknown	nan/nan/nan
ABCF1	CKB	0.060000	0.060000	0.000000	0.665000	3	unknown	nan/nan/nan
DAZAP2	ABCF1	0.154800	0.154800	0.000000	0.788760	3	unknown	nan/nan/nan
DDX21	ABCF1	0.148700	0.148700	0.000000	0.739744	3	unknown	nan/nan/nan
ABCF1	DVL1	0.089600	0.089600	0.000000	0.984375	3	unknown	nan/nan/nan
ABCF1	ELF1	0.175400	0.175400	0.000000	0.734322	3	unknown	nan/nan/nan
ABCF1	ELF3	0.059900	0.059900	0.000000	0.707846	3	unknown	nan/nan/nan
ABCF1	GAPDH	0.051500	0.051500	0.000000	0.716505	3	unknown	nan/nan/nan
ABCF1	GNG11	0.097900	0.097900	0.000000	0.552605	3	unknown	nan/nan/nan
HLA-G	ABCF1	0.066400	0.066400	0.000000	0.605422	3	unknown	nan/nan/nan
HSP90AB1	ABCF1	0.124900	0.124900	0.000000	0.527622	3	unknown	nan/nan/nan
ABCF1	INPPL1	0.142000	0.142000	0.000000	0.606338	3	unknown	nan/nan/nan
IVL	ABCF1	0.059300	0.059300	0.000000	0.952782	3	unknown	nan/nan/nan
ABCF1	KRT16	0.070200	0.070200	0.000000	0.618234	3	unknown	nan/nan/nan
MAP3K1	ABCF1	0.072600	0.072600	0.000000	0.903581	3	unknown	nan/nan/nan
MYH14	ABCF1	0.093400	0.093400	0.000000	0.740899	3	unknown	nan/nan/nan
NBL1	ABCF1	0.051200	0.051200	0.000000	0.943359	3	unknown	nan/nan/nan
NRIP1	ABCF1	0.258000	0.258000	0.000000	0.621318	3	unknown	nan/nan/nan
ABCF1	NXT1	0.092500	0.092500	0.000000	0.764324	3	unknown	nan/nan/nan
PCSK1N	ABCF1	0.128700	0.128700	0.000000	0.508936	3	unknown	nan/nan/nan
ABCF1	PIK3R3	0.064500	0.064500	0.000000	0.524031	3	unknown	nan/nan/nan
ABCF1	PPP1R11	0.163100	0.163100	0.000000	0.575720	3	unknown	nan/nan/nan
ABCF1	PROCR	0.171100	0.171100	0.000000	0.782583	3	unknown	nan/nan/nan
PTPLA	ABCF1	0.059600	0.059600	0.000000	0.671141	3	unknown	nan/nan/nan
RAB5A	ABCF1	0.361400	0.361400	0.000000	0.689264	3	unknown	nan/nan/nan
RASSF1	ABCF1	0.119800	0.119800	0.000000	0.555927	3	unknown	nan/nan/nan
ABCF1	RBP1	0.105500	0.105500	0.000000	0.995261	3	unknown	nan/nan/nan
ABCF1	RPL36	0.138300	0.138300	0.000000	0.746927	3	unknown	nan/nan/nan
ABCF1	RPS6KB2	0.111600	0.111600	0.000000	0.967742	3	unknown	nan/nan/nan
ABCF1	SLC20A1	0.065300	0.065300	0.000000	0.759571	3	unknown	nan/nan/nan
TEX10	ABCF1	0.156800	0.156800	0.000000	0.551020	3	unknown	nan/nan/nan
ABCF1	UBE2C	0.246200	0.246200	0.000000	0.531275	3	unknown	nan/nan/nan
ABCF1	VANGL1	0.057200	0.057200	0.000000	0.933566	3	unknown	nan/nan/nan
YWHAZ	ABCF1	0.104100	0.104100	0.000000	0.762728	3	unknown	nan/nan/nan
ABLIM1	APC2	0.179900	0.179900	0.000000	0.619233	3	unknown	nan/nan/nan
ABLIM1	ATXN1	0.243200	0.243200	0.000000	0.600329	3	unknown	nan/nan/nan
BLNK	ABLIM1	0.109200	0.109200	0.000000	0.549451	3	unknown	nan/nan/nan
CASP6	ABLIM1	0.115700	0.115700	0.000000	0.838375	3	unknown	nan/nan/nan
ABLIM1	CFL1	0.061600	0.061600	0.000000	0.629870	3	unknown	nan/nan/nan
ABLIM1	CRCT1	0.115700	0.115700	0.000000	0.985307	3	unknown	nan/nan/nan
ABLIM1	DUSP6	0.161500	0.161500	0.000000	0.517647	3	unknown	nan/nan/nan
EFEMP1	ABLIM1	0.087200	0.087200	0.000000	0.817661	3	unknown	nan/nan/nan
EHD1	ABLIM1	0.179800	0.179800	0.000000	0.721913	3	unknown	nan/nan/nan
ENC1	ABLIM1	0.080500	0.080500	0.000000	0.889441	3	unknown	nan/nan/nan
FZD9	ABLIM1	0.069000	0.069000	0.000000	0.781159	3	unknown	nan/nan/nan
GLRX	ABLIM1	0.161400	0.161400	0.000000	0.954771	3	unknown	nan/nan/nan
GNA13	ABLIM1	0.154500	0.154500	0.000000	0.753398	3	unknown	nan/nan/nan
ABLIM1	GNAS	0.096300	0.096300	0.000000	0.989616	3	unknown	nan/nan/nan
ABLIM1	GNG12	0.238500	0.238500	0.000000	0.846122	3	unknown	nan/nan/nan
ID1	ABLIM1	0.059600	0.059600	0.000000	0.513423	3	unknown	nan/nan/nan
ITGB8	ABLIM1	0.137700	0.137700	0.000000	0.997095	3	unknown	nan/nan/nan
ABLIM1	LGALS3	0.152600	0.152600	0.000000	0.619921	3	unknown	nan/nan/nan
ABLIM1	NFKB2	0.081500	0.081500	0.000000	0.533742	3	unknown	nan/nan/nan
ABLIM1	NFKBIA	0.060200	0.060200	0.000000	0.978405	3	unknown	nan/nan/nan
NOTCH1	ABLIM1	0.054600	0.054600	0.000000	0.849817	3	unknown	nan/nan/nan
ABLIM1	OGFR	0.050100	0.050100	0.000000	0.838323	3	unknown	nan/nan/nan
ABLIM1	PAK6	0.313500	0.313500	0.000000	0.619139	3	unknown	nan/nan/nan
PIK3R1	ABLIM1	0.250700	0.250700	0.000000	0.690467	3	unknown	nan/nan/nan
PTK2B	ABLIM1	0.101700	0.101700	0.000000	0.544739	3	unknown	nan/nan/nan
ABLIM1	RARG	0.069100	0.069100	0.000000	0.965268	3	unknown	nan/nan/nan
RECK	ABLIM1	0.057200	0.057200	0.000000	0.520979	3	unknown	nan/nan/nan
RPS12	ABLIM1	0.067400	0.067400	0.000000	0.921365	3	unknown	nan/nan/nan
